id,invoice_number,po_id,supplier_id,lender_id,amount,invoice_date,due_date,description,invoice_fingerprint,status,is_fraudulent,fraud_type
733,INV-202508-000733,822.0,52,3,2454940.39,2025-08-15,2025-09-14,Integrated intermediate Internet solution,176b23ced96938df33194c372f8567f3,paid,False,
734,INV-202602-000734,823.0,52,3,1896715.8,2026-02-09,2026-03-11,Enterprise-wide mission-critical leverage,8564b0ddeeabb10d8c02388b901487e5,approved,False,
735,INV-202508-000735,824.0,52,4,1876969.84,2025-08-27,2025-09-26,Mandatory foreground pricing structure,02cc193268d7102322a1b7608f23969c,approved,False,
736,INV-202506-000736,825.0,52,7,1807311.43,2025-06-28,2025-07-28,Multi-layered bandwidth-monitored concept,aee0e533c911f3505d98921822d7c611,approved,False,
737,INV-202505-000737,826.0,52,1,1815502.62,2025-05-24,2025-06-23,Managed tangible application,5af861bf7c1712e593396097dbb5cb65,paid,True,dilution
738,INV-202507-000738,827.0,52,3,1470851.54,2025-07-09,2025-08-08,Focused stable flexibility,c2c6d1258983a9c2f7d153d530a9152c,paid,False,
739,INV-202601-000739,828.0,52,8,2198808.77,2026-01-12,2026-02-11,Expanded mission-critical encoding,27cf9b3a388494f51d8a9c4e8a608d87,approved,False,
740,INV-202507-000740,829.0,52,5,404341.5,2025-07-05,2025-08-04,Organized client-server neural-net,67e1483ab5da5821c867a71d05b7f98d,approved,False,
741,INV-202603-000741,830.0,52,1,2090430.45,2026-03-03,2026-04-02,Synergized composite initiative,9052cdbdbe6ae240580199ce70160111,approved,False,
742,INV-202511-000742,831.0,52,8,251227.67,2025-11-08,2025-12-08,Cloned hybrid matrix,19c750fb70394066485b5fb69ff54fa6,approved,False,
743,INV-202511-000743,832.0,52,3,1897769.2,2025-11-24,2025-12-24,Grass-roots zero-defect project,ff67e1505ae3c93e12d66ed28ae62f18,approved,False,
744,INV-202511-000744,833.0,52,7,2174473.49,2025-11-23,2025-12-23,Proactive 24hour encryption,5ba19c6248cc873b43be85a8ca2bda5a,approved,False,
745,INV-202504-000745,834.0,52,1,1869341.65,2025-04-27,2025-05-27,Down-sized web-enabled website,7b42ab7a8a6a8c089d6afd7ecd514342,approved,False,
746,INV-202512-000746,835.0,55,1,387742.76,2025-12-11,2026-01-10,Cloned holistic architecture,adbf9df047d4a7239b054dfbc89f5a64,approved,False,
747,INV-202504-000747,836.0,55,6,442053.7,2025-04-29,2025-05-29,Inverse full-range service-desk,010492dda9e2774be6484dc4f474780b,approved,False,
748,INV-202508-000748,837.0,55,3,135259.42,2025-08-14,2025-09-13,Synchronized 5thgeneration open architecture,9b22670096770e9ef7c19b635ba06320,approved,False,
749,INV-202601-000749,838.0,55,5,577666.49,2026-01-16,2026-02-15,Exclusive clear-thinking software,3fd491ec3fa448cc52ae359758623562,approved,False,
750,INV-202512-000750,839.0,55,3,191185.24,2025-12-26,2026-01-25,Persevering national open system,72b87da27f562f68e3feff0cdbbe34f5,approved,False,
751,INV-202508-000751,840.0,48,4,3045698.98,2025-08-31,2025-09-30,Balanced maximized time-frame,07ad103dd589e8e070fb129d035cb270,approved,False,
752,INV-202511-000752,841.0,48,5,2843920.75,2025-11-05,2025-12-05,Pre-emptive background data-warehouse,5de79c4c16a9e1dac4465e86dbf77936,paid,False,
753,INV-202506-000753,842.0,64,7,889017.67,2025-06-30,2025-07-30,Inverse fault-tolerant algorithm,3bb204d4b38f6be39bb4a2f09d668752,approved,False,
754,INV-202509-000754,843.0,64,2,1938892.97,2025-09-30,2025-10-30,Total methodical standardization,e142794ec2bcfdefa456b3c09fe7d5b1,approved,False,
755,INV-202508-000755,844.0,81,5,1166197.58,2025-08-22,2025-09-21,Monitored bottom-line structure,d413caf1db2270099054df6d9b855fa1,approved,False,
756,INV-202512-000756,845.0,81,6,1092627.08,2025-12-30,2026-01-29,Stand-alone bottom-line synergy,8882c96e15f65e3596422f1c972eb7c4,paid,False,
757,INV-202601-000757,846.0,81,5,1157541.38,2026-01-02,2026-02-01,Grass-roots secondary solution,c7470ec970b5f611187c3e2a265c49d1,approved,False,
758,INV-202505-000758,847.0,81,4,194036.94,2025-05-11,2025-06-10,Balanced 4thgeneration adapter,e8e2245278af4cf32f38370e50d4d353,approved,False,
759,INV-202601-000759,848.0,81,7,1349775.11,2026-01-28,2026-02-27,Profit-focused 5thgeneration installation,d864d844226901e287855a3927cf6386,approved,False,
760,INV-202503-000760,849.0,81,3,271480.72,2025-03-30,2025-04-29,Vision-oriented hybrid knowledge user,56cb97bb3f80901e0e214f8d3f37bf4a,paid,False,
761,INV-202509-000761,850.0,81,4,384293.22,2025-09-12,2025-10-12,Organized system-worthy function,c49b9bf2a9549b9697e34ee901004e59,approved,False,
762,INV-202512-000762,851.0,81,1,941564.33,2025-12-25,2026-01-24,User-centric static software,de25b6ab2dc34ce71574bd8a6091ff0a,paid,False,
763,INV-202510-000763,852.0,81,5,672891.0,2025-10-21,2025-11-20,Multi-channeled local attitude,aff6df92c54b0745d699885fd3ae6d0e,approved,False,
764,INV-202505-000764,853.0,70,3,118319.53,2025-05-06,2025-06-05,Enhanced eco-centric help-desk,017a40b404bd726fa57448158b212eea,approved,False,
765,INV-202511-000765,854.0,70,4,57707.24,2025-11-24,2025-12-24,Advanced bifurcated frame,5983abb5d9c8c12588373c24dcfedd7f,approved,False,
766,INV-202510-000766,855.0,70,5,127865.16,2025-10-07,2025-11-06,Fully-configurable bottom-line customer loyalty,eb644a7783812247b99dd8b8c0550fa5,approved,False,
767,INV-202503-000767,856.0,70,1,230385.22,2025-03-21,2025-04-20,Reduced incremental firmware,2cc247562c21d33ea653212fbd6ac486,approved,False,
768,INV-202508-000768,857.0,70,4,137289.62,2025-08-11,2025-09-10,Ameliorated 3rdgeneration moratorium,f0226d369e3b0ca09bd615375879e559,approved,False,
769,INV-202601-000769,859.0,70,1,73054.54,2026-01-13,2026-02-12,Networked bandwidth-monitored functionalities,d3747054bb0c90e5af4a9227a0c58f96,paid,False,
770,INV-202507-000770,860.0,70,4,182062.26,2025-07-13,2025-08-12,Organic attitude-oriented middleware,7b9684e94c7e9cb5d83ba418932c6b70,paid,False,
771,INV-202507-000771,861.0,70,5,222747.87,2025-07-07,2025-08-06,Universal responsive time-frame,1061a4f03dc84deee13df9c085045c26,approved,False,
772,INV-202509-000772,862.0,70,2,173882.32,2025-09-22,2025-10-22,Persevering empowering forecast,ea0594c309d150730b7c7ab7d462b797,approved,False,
773,INV-202602-000773,863.0,70,7,51120.17,2026-02-24,2026-03-26,User-friendly multi-state groupware,c749121a4c544cc16b3d6c71d711e08c,approved,False,
774,INV-202511-000774,864.0,70,8,85432.22,2025-11-09,2025-12-09,Up-sized 24hour intranet,bfbb1a82a6e030632aea392bbd871855,approved,False,
775,INV-202603-000775,865.0,47,1,2848566.71,2026-03-12,2026-04-11,Vision-oriented logistical access,544121207895f17a3cf5ea4ce6e3aaa0,approved,False,
776,INV-202506-000776,867.0,75,8,756013.03,2025-06-25,2025-07-25,Proactive homogeneous approach,3546072185ff823e547db6e5c7d58ed5,approved,False,
777,INV-202512-000777,868.0,75,5,1910251.32,2025-12-23,2026-01-22,Synchronized didactic implementation,c75c6623d99d6567c79bd201d171bd52,approved,False,
778,INV-202512-000778,869.0,75,1,1747749.98,2025-12-13,2026-01-12,Seamless optimizing flexibility,a4673f961d69e4d9e03ab5be6de26daf,approved,False,
779,INV-202506-000779,870.0,49,7,645863.82,2025-06-22,2025-07-22,Expanded tertiary Local Area Network,13237fe72b65a83dce261405e4003856,paid,False,
780,INV-202505-000780,872.0,49,1,757713.08,2025-05-14,2025-06-13,Managed system-worthy encryption,dc4dcb194701b5d11e80ab1adaf18f82,approved,False,
781,INV-202508-000781,873.0,49,8,892919.52,2025-08-17,2025-09-16,Up-sized regional functionalities,fb56cfce1502c20f20d553371ad950ee,paid,False,
782,INV-202602-000782,874.0,49,6,622790.46,2026-02-02,2026-03-04,Horizontal multi-state productivity,f1e8736dcaaa031f949397c773bb8144,paid,False,
783,INV-202509-000783,875.0,49,6,580295.06,2025-09-29,2025-10-29,Persistent composite customer loyalty,90cd38d47bde24dd80a0ec21415f4f45,approved,False,
784,INV-202510-000784,876.0,49,8,1316427.11,2025-10-01,2025-10-31,Adaptive mobile focus group,04957569f446be3950050e8271329616,approved,False,
785,INV-202508-000785,877.0,49,8,1314413.43,2025-08-11,2025-09-10,Public-key foreground groupware,6c24790ebf515498edc76937538c211d,paid,False,
786,INV-202510-000786,878.0,49,5,504008.54,2025-10-01,2025-10-31,Integrated coherent Graphical User Interface,8a77c585307efb20c0ff481a5b29376d,approved,False,
787,INV-202511-000787,879.0,49,8,854592.77,2025-11-04,2025-12-04,Reverse-engineered directional software,23518d0b205bbe154f9f75fb35338352,paid,False,
788,INV-202603-000788,880.0,49,3,334124.54,2026-03-30,2026-04-29,Down-sized heuristic productivity,0db61e83d575a329868dcf208599939c,approved,False,
789,INV-202506-000789,881.0,64,3,1009461.39,2025-06-18,2025-07-18,De-engineered leadingedge hardware,4744e5f1fa0c861b80e4d7e42670f7eb,paid,False,
790,INV-202511-000790,882.0,64,3,776198.17,2025-11-19,2025-12-19,Robust scalable model,198b7403f06104c0db6f6d12c30979ec,paid,False,
791,INV-202511-000791,883.0,64,4,347758.5,2025-11-15,2025-12-15,Proactive client-driven knowledge user,70ca0754d0d01ff83df7a4a1b98b3ac4,approved,False,
792,INV-202510-000792,884.0,64,2,1224123.65,2025-10-23,2025-11-22,Cross-group upward-trending access,2eed82fe26971ce09190e2cad93f3c44,paid,True,dilution
793,INV-202603-000793,885.0,64,1,280422.24,2026-03-15,2026-04-14,Grass-roots 3rdgeneration paradigm,0537f807149e44b226a3730bc28837b4,approved,False,
794,INV-202604-000794,887.0,64,4,856134.59,2026-04-14,2026-05-14,Synergized multi-state model,4474aa2192d2d3b5b95d04604d0821bd,approved,False,
795,INV-202511-000795,888.0,64,6,960914.47,2025-11-17,2025-12-17,Realigned bifurcated pricing structure,29fb4663fa582e3246cea317716e3971,paid,False,
796,INV-202601-000796,890.0,64,4,1137538.46,2026-01-09,2026-02-08,Function-based content-based database,061502a58ff9470821f610781005e94f,paid,False,
797,INV-202507-000797,891.0,64,2,1118970.74,2025-07-08,2025-08-07,Robust intermediate encryption,98ae40537adc026fbcc703936dd773fd,approved,False,
798,INV-202505-000798,892.0,64,4,431089.98,2025-05-07,2025-06-06,Progressive background task-force,164a012eca652a1bb8011b99b848c384,approved,False,
799,INV-202509-000799,893.0,64,8,412758.27,2025-09-01,2025-10-01,Versatile real-time time-frame,7b0a3acf46f4d820fdca4d160526fb33,approved,False,
800,INV-202509-000800,895.0,47,7,601101.44,2025-09-16,2025-10-16,Balanced fresh-thinking alliance,8126b33fe047f32f997d195e571273e0,approved,False,
801,INV-202512-000801,896.0,47,2,1054483.38,2025-12-28,2026-01-27,Quality-focused next generation customer loyalty,9903f614343a25a887b5f320a75b58cd,approved,False,
802,INV-202509-000802,897.0,47,2,154751.94,2025-09-17,2025-10-17,Focused composite software,589158bb65b2189625fcedca7fdaf66b,approved,False,
803,INV-202602-000803,898.0,47,2,695606.34,2026-02-07,2026-03-09,Digitized client-driven intranet,d1ac7b23ccbe7e30cf985975ae1e3bcc,approved,False,
804,INV-202511-000804,899.0,47,6,1046780.23,2025-11-16,2025-12-16,Managed foreground open architecture,13864aabccb5961bac53ec195386edb1,approved,False,
805,INV-202510-000805,900.0,47,6,786347.36,2025-10-21,2025-11-20,Optimized content-based project,a7c3b685dd41f578462e302c80948207,approved,False,
806,INV-202510-000806,901.0,47,8,910025.69,2025-10-24,2025-11-23,Face-to-face logistical open architecture,bb0aa197481c973ccbebd4ced92b3d59,paid,False,
807,INV-202512-000807,902.0,47,1,860397.42,2025-12-17,2026-01-16,Optimized discrete moratorium,3f4d3ce85bfd2a1712d5c1c9fd69f0b8,paid,False,
808,INV-202505-000808,903.0,47,8,454381.79,2025-05-16,2025-06-15,Open-architected client-driven concept,4c3f102a327333a0ad1617d3d7176fdb,approved,False,
809,INV-202601-000809,904.0,47,7,1115973.99,2026-01-11,2026-02-10,Optional mission-critical benchmark,bed01d559d71a3eb64af61ec5477a0e1,paid,False,
810,INV-202505-000810,905.0,47,8,714074.83,2025-05-23,2025-06-22,User-friendly well-modulated approach,4313b20351ca4b15e7dc0c67273461d8,approved,False,
811,INV-202509-000811,906.0,47,2,635524.62,2025-09-06,2025-10-06,Assimilated local circuit,358984d44e36baeb46b8ecdca370bdeb,paid,False,
812,INV-202508-000812,907.0,44,4,2155720.66,2025-08-15,2025-09-14,Open-source zero-defect open system,783c6e108535d4deaefdc3ecf6302cfe,approved,False,
813,INV-202512-000813,908.0,44,4,5826673.03,2025-12-31,2026-01-30,Phased 4thgeneration infrastructure,44a287d85b38aa599cf7b9a709b053a2,paid,False,
814,INV-202603-000814,910.0,62,8,1034204.1,2026-03-29,2026-04-28,Open-architected directional parallelism,6efcfe53905ef11f30e1515dd7fd2339,approved,False,
815,INV-202511-000815,911.0,62,3,3461270.59,2025-11-15,2025-12-15,Implemented even-keeled methodology,86a1c5885d6cca24c55dbd6a60009d51,paid,False,
816,INV-202512-000816,912.0,62,8,3447659.0,2025-12-30,2026-01-29,Inverse intermediate access,f70f1b34145d3f395c643d84b194a2be,approved,False,
817,INV-202512-000817,913.0,62,7,1683194.55,2025-12-19,2026-01-18,Cloned systemic knowledgebase,8facf1ff7caa20afbe61065a634b5e82,paid,False,
818,INV-202506-000818,914.0,62,2,2653759.67,2025-06-25,2025-07-25,Synchronized optimizing forecast,4d55d6373dab5c82fb7b428ae8e81594,paid,False,
819,INV-202508-000819,915.0,62,5,3693624.6,2025-08-07,2025-09-06,Open-architected logistical policy,eb264f6a53fc00b63a5aa842202d6b3a,approved,False,
820,INV-202505-000820,916.0,62,7,2458523.37,2025-05-15,2025-06-14,Expanded bandwidth-monitored challenge,156ab95420f3f74eea16dff4ebb2a621,approved,False,
821,INV-202508-000821,917.0,62,8,3371627.21,2025-08-14,2025-09-13,Extended hybrid analyzer,58a55f480c776d76cb91a2553506f7a7,paid,False,
822,INV-202511-000822,918.0,54,3,2108014.05,2025-11-25,2025-12-25,User-centric full-range encryption,890ddfb78181b1bcbe5af5a02727ed6f,approved,False,
823,INV-202512-000823,919.0,54,6,3914445.05,2025-12-02,2026-01-01,Exclusive well-modulated synergy,fa373f0bd6a6ff03be4e2ff78a03ac71,paid,False,
824,INV-202601-000824,920.0,54,8,1635928.95,2026-01-09,2026-02-08,Reactive radical definition,5781be657b69db1703c0e564827f6c2c,approved,False,
825,INV-202507-000825,921.0,54,1,4751538.48,2025-07-11,2025-08-10,Open-architected motivating migration,314d49fe372fc58bb9e05d663fe85056,paid,False,
826,INV-202505-000826,922.0,55,7,462401.34,2025-05-20,2025-06-19,Mandatory impactful flexibility,ea45405f6896fab02623750e17112d40,approved,False,
827,INV-202509-000827,923.0,55,6,1156714.39,2025-09-25,2025-10-25,Universal 6thgeneration architecture,11435ae8d581f2b2595d16f3de34a2e7,paid,False,
828,INV-202509-000828,924.0,55,5,1163236.44,2025-09-06,2025-10-06,Stand-alone grid-enabled strategy,95bce3221c5378fc8123fe5aeb22f19f,approved,False,
829,INV-202603-000829,925.0,55,2,787244.81,2026-03-23,2026-04-22,Profound motivating architecture,3d4e22e8487ab5dc7a1ee124edc36cf3,approved,False,
830,INV-202507-000830,926.0,62,6,2013103.5,2025-07-08,2025-08-07,Intuitive homogeneous utilization,81ca1c815d91934f030131560eed60bb,paid,False,
831,INV-202506-000831,927.0,62,3,1386727.16,2025-06-12,2025-07-12,Universal scalable structure,20f9bd285c37392b0b5bab9bb3e7e04d,approved,False,
832,INV-202506-000832,928.0,62,3,4117004.02,2025-06-28,2025-07-28,Right-sized coherent matrix,7f729f41b74ffe16a7e4ec06ff60f473,approved,False,
833,INV-202601-000833,929.0,62,5,1921991.2,2026-01-01,2026-01-31,Synergized background application,384b2c43f717e6608b5611f310a23f42,paid,False,
834,INV-202507-000834,930.0,79,3,31056.14,2025-07-02,2025-08-01,Vision-oriented asymmetric model,78c8d497b97f6646bf88e5ac9f9c9c1c,paid,False,
835,INV-202507-000835,931.0,79,4,90720.06,2025-07-21,2025-08-20,Reactive full-range ability,66dc84461018d65c9a814d6e4babb56a,approved,False,
836,INV-202602-000836,932.0,79,7,70427.09,2026-02-17,2026-03-19,Organized holistic monitoring,f1ee9ecedb07fde77ced229f44254e97,approved,False,
837,INV-202507-000837,933.0,79,1,82924.0,2025-07-08,2025-08-07,Focused global forecast,2b38b7e99982f7c989b3707d5e42088f,approved,False,
838,INV-202509-000838,934.0,79,1,25464.07,2025-09-27,2025-10-27,Exclusive logistical model,87b54176d5aea29a2820b8ffb6c72394,approved,False,
839,INV-202506-000839,935.0,79,4,30645.18,2025-06-05,2025-07-05,Future-proofed impactful orchestration,2f77cdb3bdc753759545b13bc6977d8a,paid,False,
840,INV-202511-000840,936.0,79,8,25819.87,2025-11-11,2025-12-11,Profit-focused national monitoring,4d44ea0318131bfa579b8c44ea240138,paid,False,
841,INV-202503-000841,937.0,79,7,53971.47,2025-03-28,2025-04-27,Business-focused transitional hardware,f6026b22ae5b37949fe0f727731c8bbb,paid,False,
842,INV-202509-000842,938.0,79,2,110218.17,2025-09-12,2025-10-12,Monitored upward-trending analyzer,cb152ff651a239cfa4336e2f911ec713,approved,False,
843,INV-202511-000843,939.0,79,3,18407.35,2025-11-26,2025-12-26,Streamlined grid-enabled synergy,375c9c35231b79584d3835aefe048711,approved,False,
844,INV-202505-000844,940.0,79,3,59752.25,2025-05-12,2025-06-11,Fully-configurable interactive attitude,4674e2850d9ea9cf8cf5d14f31bc8770,approved,False,
845,INV-202504-000845,941.0,79,6,55941.16,2025-04-13,2025-05-13,Right-sized zero-defect model,6140a8cbe51332e5fcfff453e1ae89af,approved,False,
846,INV-202506-000846,942.0,79,7,87904.06,2025-06-04,2025-07-04,Operative leadingedge Graphic Interface,c7a956e47c7ce4297cc1ebe1ffa9f895,approved,False,
847,INV-202507-000847,943.0,79,1,75044.5,2025-07-19,2025-08-18,Enterprise-wide fresh-thinking info-mediaries,8720cde5ba8306f0c2a4ffcaebb8f390,approved,False,
848,INV-202507-000848,944.0,41,7,1713941.91,2025-07-11,2025-08-10,Intuitive zero-defect access,56744c131f66f16253a3951a48105590,paid,True,dilution
849,INV-202510-000849,945.0,41,3,593705.87,2025-10-11,2025-11-10,Automated bandwidth-monitored moratorium,87c95dfc86d9fb75365985a709ed769b,paid,False,
850,INV-202510-000850,946.0,41,7,1696359.52,2025-10-30,2025-11-29,Progressive asynchronous support,abbb670deb68f40f3df8287d02025f21,approved,False,
851,INV-202602-000851,947.0,41,8,1342699.19,2026-02-09,2026-03-11,Persevering human-resource help-desk,1aeb680e8c2b901a4dcb4f5b2495790a,approved,False,
852,INV-202505-000852,948.0,41,2,1083541.38,2025-05-10,2025-06-09,Seamless transitional hierarchy,5e1b258cbb880650e78422f451ff9b0f,paid,False,
853,INV-202512-000853,949.0,41,3,1541876.51,2025-12-12,2026-01-11,Focused real-time frame,8defe3455ab747d65ee520f5c83fac86,approved,False,
854,INV-202601-000854,950.0,41,8,2774620.96,2026-01-09,2026-02-08,Fundamental logistical Graphical User Interface,4b1b42ce759d96653d19e1d380f7fb57,approved,False,
855,INV-202603-000855,951.0,41,6,1547887.68,2026-03-30,2026-04-29,Future-proofed radical website,1f8bace58cb863e84e12f2e01aef4454,approved,False,
856,INV-202512-000856,952.0,41,8,2245668.86,2025-12-30,2026-01-29,Business-focused context-sensitive hierarchy,9176f0effa568803587c6438d45f0127,approved,False,
857,INV-202507-000857,953.0,41,3,2825283.41,2025-07-13,2025-08-12,Realigned context-sensitive paradigm,f1f26bfc573f349b80e17efdedb722dd,paid,False,
858,INV-202602-000858,954.0,71,6,1240494.81,2026-02-04,2026-03-06,Stand-alone human-resource architecture,76a6a2884f840437804cdd4c885df72d,paid,False,
859,INV-202602-000859,955.0,71,5,1335355.18,2026-02-20,2026-03-22,Decentralized empowering knowledgebase,87e04dd0459bb6b11fd7af381df09e31,approved,False,
860,INV-202603-000860,957.0,71,4,478309.83,2026-03-31,2026-04-30,Customer-focused methodical instruction set,62b2b0f92dd054bda5f174a37f9518d1,approved,False,
861,INV-202503-000861,959.0,71,4,1709845.9,2025-03-19,2025-04-18,Phased bifurcated application,293758b98e509fc05e5cd01b85cb97f7,approved,False,
862,INV-202507-000862,961.0,71,7,1599713.08,2025-07-01,2025-07-31,Up-sized bottom-line emulation,068c3e434f2043acdd5c51129a4a279f,approved,False,
863,INV-202506-000863,962.0,69,4,147914.33,2025-06-08,2025-07-08,Multi-layered 6thgeneration database,7dde8b004b6fc28e7ee5375f9e703e08,paid,False,
